,연도,분류,학제,학교명,학교상태,본분교,시도,시군구,설립,주야구분,주소,학과수_전체,지원자_전체_계,입학자_전체_계,재적생_전체_계,재학생_전체_계,유예생_전체_계,휴학생_전체_계,외국인유학생_학사_계,전임교원_계,비전임교원_계,시간강사_계,직원_계,경도,위도,입학정원,모집인원_정원내,지원자_정원내,입학자_정원내,신입생_충원율
170,2020,university,대학교,한양대학교,기존,본교,서울,서울 성동구,사립,주야간,"서울특별시 성동구 왕십리로 222 (사근동, 한양대학교)",68,63370,3547,22785,15709,1061,6015,1856,897,1623,52,588,127.04822970000001,37.55827566,2804.0,2809.0,58851.0,2795.0,99.5
171,2020,university,대학교,한양대학교(ERICA) _분교,기존,분교1,경기,경기 안산시,사립,주야간,"경기도 안산시 상록구 한양대학로 55 (사동, 한양대학교)",64,33952,2273,13427,9176,560,3691,573,360,768,63,235,126.8311416,37.29697048,1822.0,1830.0,31409.0,1827.0,99.8
172,2020,university,대학교,서울한영대학교,기존,본교,서울,서울 구로구,사립,주야간,"서울특별시 구로구 경인로 290-42 (개봉동, 한영신학대학교)",19,1088,202,919,695,0,224,0,38,50,0,45,126.8517298,37.49661393,180.0,180.0,1023.0,180.0,100.0
173,2020,university,대학교,한일장신대학교,기존,본교,전북,전북 완주군,사립,주야간,"전라북도 완주군 상관면 왜목로 726-15 (신리, 한일장신대학교)",14,733,256,1142,909,2,231,98,47,71,0,28,127.20633319999999,35.76261276,219.0,219.0,673.0,219.0,100.0
174,2020,university,대학교,협성대학교,기존,본교,경기,경기 화성시,사립,주간,"경기도 화성시 봉담읍 최루백로 72 (상리, 협성대학교)",24,8087,1062,5624,4152,57,1415,190,144,183,0,77,126.95358030000001,37.21235661,1004.0,1008.0,7610.0,1006.0,99.8
175,2020,university,대학교,호남대학교,기존,본교,광주,광주 광산구,사립,주야간,"광주광역시 광산구 호남대길 100 (서봉동, 호남대학교광산캠퍼스)",52,11121,1703,9444,7074,23,2347,734,273,113,0,112,126.76678249999999,35.15012885,1562.0,1564.0,10625.0,1560.0,99.7
176,2020,university,대학교,호남신학대학교,기존,본교,광주,광주 남구,사립,주야간,"광주광역시 남구 제중로 77 (양림동, 호남신학대학교)",4,215,139,805,526,0,279,2,38,67,0,15,126.9114794,35.14044819,139.0,139.0,215.0,139.0,100.0
177,2020,university,대학교,호서대학교,기존,본교,충남,충남 아산시,사립,주야간,"충청남도 아산시 배방읍 호서로79번길 20 (세출리, 호서대학교)",114,22666,3156,16786,12621,31,4134,361,447,319,0,211,127.07056329999999,36.73551367,2881.0,2890.0,21610.0,2887.0,99.9
178,2020,university,대학교,홍익대학교,기존,본교,서울,서울 마포구,사립,주간,"서울특별시 마포구 와우산로 94 (상수동, 홍익대학교)",52,36142,2876,17560,12136,583,4841,1092,478,373,0,333,126.9272223,37.55147166,2371.0,2394.0,33746.0,2393.0,100.0
179,2020,university,대학교,홍익대학교 _제2캠퍼스,기존,제2캠퍼스,세종,세종 ,사립,주간,"세종특별자치시 조치원읍 세종로 2639 (신안리, 홍익대학교세종캠퍼스)",36,9786,1410,8475,5865,181,2429,97,209,138,0,105,127.28969529999999,36.62023302,1299.0,1317.0,9386.0,1313.0,99.7
180,2020,university,대학교,꽃동네대학교,기존,본교,충북,충북 청주시,사립,주간,"충청북도 청주시 서원구 현도면 상삼길 133 (상삼리, 꽃동네대학교)",5,489,112,584,457,0,127,0,26,31,0,36,127.40314860000001,36.52233352,108.0,108.0,468.0,108.0,100.0
181,2020,university,대학교,남부대학교,기존,본교,광주,광주 광산구,사립,주간,"광주광역시 광산구 첨단중앙로 23 (월계동, 남부대학교)",31,4100,768,3763,3053,13,697,292,113,109,0,90,126.83950790000002,35.20855222,705.0,707.0,3833.0,702.0,99.3
182,2020,university,대학교,예원예술대학교,기존,본교,전북,전북 임실군,사립,주간,"전라북도 임실군 신평면 창인로 117 (창인리, 예원예술학교)",26,1125,365,1347,1073,0,274,400,53,84,0,23,127.2701369,35.64662985,207.0,210.0,900.0,206.0,98.1
183,2020,university,대학교,예원예술대학교 _제2캠퍼스,기존,제2캠퍼스,경기,경기 양주시,사립,주간,"경기도 양주시 은현면 화합로1134번길 110 (용암리, 예원예술대학교양주캠퍼스)",11,1102,113,519,408,0,111,9,16,30,0,17,127.04115530000001,37.85136023,99.0,100.0,1057.0,98.0,98.0
184,2020,university,대학교,목포가톨릭대학교,기존,본교,전남,전남 목포시,사립,주야간,"전라남도 목포시 영산로 697 (석현동, 목포가톨릭대학교)",3,126,126,567,509,0,58,2,18,30,0,20,126.4196953,34.827149299999995,120.0,120.0,120.0,120.0,100.0
185,2020,university,대학교,부산장신대학교,기존,본교,경남,경남 김해시,사립,주간,경상남도 김해시 김해대로 1894-68 (구산동),4,95,49,277,221,0,56,1,22,11,0,14,128.86162720000002,35.2563708,49.0,49.0,89.0,48.0,98.0
186,2020,university,대학교,금강대학교,기존,본교,충남,충남 논산시,사립,주간,"충청남도 논산시 상월면 상월로 522 (대명리, 금강대학교)",17,148,90,589,393,1,195,2,15,44,0,42,127.1948256,36.30467475,110.0,110.0,148.0,90.0,81.8
187,2020,university,대학교,예수대학교,기존,본교,전북,전북 전주시,사립,주간,"전라북도 전주시 완산구 서원로 383 (중화산동1가, 예수대학교)",2,794,131,615,551,0,64,0,22,15,0,22,127.1347774,35.81542646,124.0,125.0,758.0,125.0,100.0
188,2020,university,대학교,한국국제대학교,기존,본교,경남,경남 진주시,사립,주야간,"경상남도 진주시 문산읍 동부로 965 (상문리, 한국국제대학교)",43,1048,179,2497,1613,16,868,30,77,77,0,47,128.20399440000003,35.1743764,540.0,538.0,1001.0,175.0,32.5
189,2020,university,대학교,광주대학교,기존,본교,광주,광주 남구,사립,주간,"광주광역시 남구 효덕로 277 (진월동, 광주대학교)",72,9482,1721,9032,6963,93,1976,86,250,189,0,129,126.89626159999999,35.10696836,1644.0,1647.0,9031.0,1624.0,98.6
190,2020,university,대학교,신경대학교,기존,본교,경기,경기 화성시,사립,주간,"경기도 화성시 남양읍 남양중앙로 400-5 (남양리, 신경대학교)",17,1530,163,1026,569,1,456,0,37,23,0,20,126.8404947,37.202733200000004,246.0,246.0,1474.0,161.0,65.4
191,2020,university,대학교,동명대학교,기존,본교,부산,부산 남구,사립,주간,"부산광역시 남구 신선로 428 (용당동, 동명대학교)",63,12768,2027,11746,7835,62,3849,405,277,240,0,143,129.10096370000002,35.12397116,1818.0,1821.0,11990.0,1768.0,97.1
192,2020,university,대학교,영산대학교,기존,본교,경남,경남 양산시,사립,주간,"경상남도 양산시 주남로 288 (주남동, 영산대학교양산캠퍼스)",37,4287,685,3725,2880,3,842,19,102,150,0,103,129.1459242,35.4287333,655.0,656.0,4115.0,653.0,99.5
193,2020,university,대학교,영산대학교 _제2캠퍼스,기존,제2캠퍼스,부산,부산 해운대구,사립,주간,"부산광역시 해운대구 반송순환로 142 (반송동, 영산대학교해운대캠퍼스)",66,4673,938,4892,4031,2,859,385,125,168,0,42,129.1562365,35.22441488,845.0,845.0,4405.0,845.0,100.0
194,2020,university,대학교,대전신학대학교,기존,본교,대전,대전 대덕구,사립,주간,"대전광역시 대덕구 한남로 41 (오정동, 대전신학대학교)",1,34,16,102,85,0,17,1,12,6,0,9,127.42402120000001,36.34955604,32.0,32.0,34.0,16.0,50.0
195,2020,university,대학교,중원대학교,기존,본교,충북,충북 괴산군,사립,주간,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교)",34,5769,1043,5591,4068,17,1506,93,139,103,0,158,127.79630149999998,36.81956397,968.0,978.0,5437.0,951.0,97.2
196,2020,university,대학교,우송대학교,기존,본교,대전,대전 동구,사립,주간,"대전광역시 동구 동대전로 171 (자양동, 우송정보대학,우송대서캠퍼스)",42,18844,2174,12769,9746,25,2998,1508,339,441,0,173,127.4465531,36.33950369,2004.0,2007.0,18079.0,2007.0,100.0
197,2020,university,대학교,김천대학교,기존,본교,경북,경북 김천시,사립,주간,"경상북도 김천시 대학로 214 (삼락동, 김천대학교)",40,3408,731,3834,2998,1,835,204,135,81,0,80,128.08183929999998,36.13940462,691.0,691.0,3206.0,659.0,95.4
198,2020,university,대학교,한려대학교,기존,본교,전남,전남 광양시,사립,주야간,"전라남도 광양시 광양읍 한려대길 94-13 (덕례리, 한려대학교)",16,509,79,454,373,0,81,0,40,17,0,15,127.56550490000001,34.95611418,205.0,205.0,484.0,77.0,37.6
199,2020,university,대학교,송원대학교,기존,본교,광주,광주 남구,사립,주야간,"광주광역시 남구 송암로 73 (송하동, 송원대학)",35,4162,793,3923,2980,0,943,109,122,94,0,71,126.8758738,35.10907763,720.0,720.0,3894.0,720.0,100.0
200,2020,university,대학교,경운대학교,기존,본교,경북,경북 구미시,사립,주야간,"경상북도 구미시 산동면 강동로 730 (인덕리, 경운대학교)",58,7482,1227,6107,4338,2,1767,1,196,207,0,148,128.4686256,36.16984182,1184.0,1184.0,7130.0,1165.0,98.4
201,2020,university,대학교,남서울대학교,기존,본교,충남,충남 천안시,사립,주야간,"충청남도 천안시 서북구 성환읍 대학로 91 (매주리, 남서울대학교)",43,17559,2328,12784,9502,39,3243,455,316,300,0,173,127.14491890000001,36.90917249,2164.0,2164.0,16708.0,2164.0,100.0
202,2020,university,대학교,초당대학교,기존,본교,전남,전남 무안군,사립,주야간,"전라남도 무안군 무안읍 무안로 380 (성남리, 초당대학교)",36,5090,793,4141,3220,1,920,148,114,115,0,96,126.4737631,34.97726945,752.0,752.0,4817.0,752.0,100.0
203,2020,university,대학교,한국산업기술대학교,기존,본교,경기,경기 시흥시,사립,주간,"경기도 시흥시 산기대학로 237 (정왕동, 한국산업기술대학교)",35,16686,1701,9661,6799,69,2793,36,254,282,0,149,126.7332007,37.3404479,1380.0,1382.0,15263.0,1381.0,99.9
204,2020,university,대학교,제주국제대학교,기존,본교,제주,제주 제주시,사립,주야간,제주특별자치도 제주시 516로 2870 (영평동),51,450,166,1486,928,0,558,7,61,83,0,45,126.5691407,33.44315843,370.0,370.0,440.0,164.0,44.3
205,2020,university,대학교,창신대학교,기존,본교,경남,경남 창원시,사립,주야간,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학)",19,3005,523,2398,1896,3,499,63,91,138,0,49,128.5998024,35.24515426,500.0,500.0,2881.0,500.0,100.0
206,2020,university,대학교,신한대학교,기존,본교,경기,경기 동두천시,사립,주야간,"경기도 동두천시 벌마들로40번길 30 (상패동, 신한대학교)",8,3171,359,1868,1379,25,464,31,82,133,0,46,127.03206399999999,37.90526958,336.0,340.0,2968.0,340.0,100.0
207,2020,university,대학교,신한대학교 _제2캠퍼스,기존,제2캠퍼스,경기,경기 의정부시,사립,주야간,"경기도 의정부시 호암로 95 (호원동, 신한대학교)",29,11789,1218,6503,4959,100,1444,430,141,193,0,238,127.0454152,37.70900478,1117.0,1126.0,11233.0,1126.0,100.0
208,2020,university,대학교,울산과학기술원,기존,본교,울산,울산 울주군,특별법법인,주간,"울산광역시 울주군 언양읍 유니스트길 50 (반연리, 울산과학기술대학교)",12,3838,378,2832,2076,0,756,165,295,124,0,438,129.1882148,35.57720319,360.0,360.0,3602.0,357.0,99.2
209,2020,university,교육대학,공주교육대학교,기존,본교,충남,충남 공주시,국립,주간,"충청남도 공주시 웅진로 27 (봉황동, 공주교육대학교)",12,1573,380,1490,1439,2,49,1,79,88,0,74,127.11970159999998,36.44483242,354.0,355.0,1461.0,355.0,100.0
